NR	FILENR	ID	SYMBOL	USE	TRACE	RU	PL
26102	2357	145596	B_CHECKDEADNPCS_DW_ZEN	B_LOGENTRY.ENTRY	LOG_ADDENTRY.PAR1	Победа над водяным големом выполнена со смекалкой.	Pokonałem wodnego golema przy pomocy sprytu.
26103	2357	145597	B_CHECKDEADNPCS_DW_ZEN	B_LOGENTRY.ENTRY	LOG_ADDENTRY.PAR1	Победа над водяным големом выполнена с грубой силой.	Pokonałem wodnego golema przy pomocy brutalnej siły.
26104	2357	145598	B_CHECKDEADNPCS_DW_ZEN	LOG_ADDENTRY.PAR1	LOG_ADDENTRY.PAR1	Тюремщик убит, Сэмми может бежать.	Strażnik więzienny nie żyje, Sammy może uciekać.
26105	2357	145599	B_CHECKDEADNPCS_DW_ZEN	B_LOGENTRY.ENTRY	LOG_ADDENTRY.PAR1	У Ястора и его приспешников должно быть логово где-то здесь. Стоит осмотреться.	Yastor i jego poplecznicy muszą mieć gdzieś tu kryjówkę. Warto się rozejrzeć.
26106	2357	145600	B_CHECKDEADNPCS_DW_ZEN	B_FAILMISSION.LASTNODE	LOG_ADDENTRY.PAR1	Я без разговоров напал на Ястора и убил его.	Zaatakowałem Yastora bez zbędnych słów i go zabiłem.
26107	2357	145601	B_CHECKDEADNPCS_DW_ZEN	B_FAILMISSION.LASTNODE	LOG_ADDENTRY.PAR1	Я привел Сэмми к подельникам, получил награду и убил всех бандитов.	Zaprowadziłem Sammy'ego do jego wspólników, odebrałem nagrodę i zabiłem wszystkich bandytów.
26108	2359	145602	B_CHECKDEADNPCS_INTR_ZEN	B_LOGENTRY.ENTRY	LOG_ADDENTRY.PAR1	Мартинус погиб... Гертруда будет очень расстроена.	Martinus zginął... Gertruda będzie bardzo zrozpaczona.
26109	2359	145603	B_CHECKDEADNPCS_INTR_ZEN	B_LOGENTRY.ENTRY	LOG_ADDENTRY.PAR1	Полевые жуки мертвы. Нужно сообщить об этом Ральфу.	Polne bestie nie żyją. Muszę o tym poinformować Ralfa.
26110	2360	145604	B_CHECKDEADNPCS_ISLF_ZEN	B_LOGENTRY.ENTRY	LOG_ADDENTRY.PAR1	Я наказал Сигги за убийство Мирко!	Ukarałem Siggy'ego za morderstwo Mirka!
26111	2360	145605	B_CHECKDEADNPCS_ISLF_ZEN	B_LOGENTRY.ENTRY	LOG_ADDENTRY.PAR1	Я добыл голову убийцы Адама.	Zdobyłem głowę zabójcy Adama.
26112	2360	145606	B_CHECKDEADNPCS_ISLF_ZEN	B_LOGENTRY.ENTRY	LOG_ADDENTRY.PAR1	Грон мертв. Сработано грубо, но как и хотел Сигги, свидетелей убийства не было.	Gron nie żyje. Poszło brutalnie, ale tak jak chciał Siggy, nie było żadnych świadków morderstwa.
26113	2360	145607	B_CHECKDEADNPCS_ISLF_ZEN	B_LOGENTRY.ENTRY	LOG_ADDENTRY.PAR1	Грон мертв. Я подмешал яд, потом убил оружием. Может еще и сжечь тело?	Gron nie żyje. Dosypałem mu trucizny, a potem dobiłem bronią. Może powinienem jeszcze spalić ciało?
26114	2360	145608	B_CHECKDEADNPCS_ISLF_ZEN	B_LOGENTRY.ENTRY	LOG_ADDENTRY.PAR1	Марк мертв. Как и хотел Сигги, свидетелей убийства не осталось.	Mark nie żyje. Tak jak chciał Siggy, nie ostał się żaden świadek morderstwa.
26115	2361	145611	B_CHECKDEADNPCS_LI_ZEN	B_LOGENTRY.ENTRY	LOG_ADDENTRY.PAR1	Кажется, я поговорил со всеми парнями. Теперь стоит сообщить об этом нашему капитану.	Myślę, że rozmawiałem już ze wszystkimi. Teraz nadszedł czas, aby poinformować o tym naszego kapitana.
26116	2361	145612	B_CHECKDEADNPCS_LI_ZEN	B_LOGENTRY.ENTRY	LOG_ADDENTRY.PAR1	Кажется, я поговорил со всеми парнями. Теперь стоит сообщить об этом нашему капитану.	Myślę, że rozmawiałem już ze wszystkimi. Teraz nadszedł czas, aby poinformować o tym naszego kapitana.
26117	2361	145613	B_CHECKDEADNPCS_LI_ZEN	B_FAILMISSION.LASTNODE	LOG_ADDENTRY.PAR1	Педро мертв! Как говориться, нет человека - нет проблемы.	Pedro nie żyje! Jak to mówią, nie ma człowieka, nie ma problemu.
26118	2361	145614	B_CHECKDEADNPCS_LI_ZEN	B_LOGENTRY.ENTRY	LOG_ADDENTRY.PAR1	Кажется, я поговорил со всеми парнями. Теперь стоит сообщить об этом нашему капитану.	Myślę, że rozmawiałem już ze wszystkimi. Teraz nadszedł czas, aby poinformować o tym naszego kapitana.
26119	2361	145615	B_CHECKDEADNPCS_LI_ZEN	B_LOGENTRY.ENTRY	LOG_ADDENTRY.PAR1	Кажется, я поговорил со всеми парнями. Теперь стоит сообщить об этом нашему капитану.	Myślę, że rozmawiałem już ze wszystkimi. Teraz nadszedł czas, aby poinformować o tym naszego kapitana.
26120	2361	145616	B_CHECKDEADNPCS_LI_ZEN	B_LOGENTRY.ENTRY	LOG_ADDENTRY.PAR1	Кажется, я поговорил со всеми парнями. Теперь стоит сообщить об этом нашему капитану.	Myślę, że rozmawiałem już ze wszystkimi. Teraz nadszedł czas, aby poinformować o tym naszego kapitana.
26121	2361	145617	B_CHECKDEADNPCS_LI_ZEN	B_LOGENTRY.ENTRY	LOG_ADDENTRY.PAR1	Кажется, я поговорил со всеми парнями. Теперь стоит сообщить об этом нашему капитану.	Myślę, że rozmawiałem już ze wszystkimi. Teraz nadszedł czas, aby poinformować o tym naszego kapitana.
26122	2361	145618	B_CHECKDEADNPCS_LI_ZEN	B_LOGENTRY.ENTRY	LOG_ADDENTRY.PAR1	Кажется, я поговорил со всеми парнями. Теперь стоит сообщить об этом нашему капитану.	Myślę, że rozmawiałem już ze wszystkimi. Teraz nadszedł czas, aby poinformować o tym naszego kapitana.
26123	2361	145619	B_CHECKDEADNPCS_LI_ZEN	B_LOGENTRY.ENTRY	LOG_ADDENTRY.PAR1	Кажется, я поговорил со всеми парнями. Теперь стоит сообщить об этом нашему капитану.	Myślę, że rozmawiałem już ze wszystkimi. Teraz nadszedł czas, aby poinformować o tym naszego kapitana.
26124	2361	145620	B_CHECKDEADNPCS_LI_ZEN	B_LOGENTRY.ENTRY	LOG_ADDENTRY.PAR1	Кажется, я поговорил со всеми парнями. Теперь стоит сообщить об этом нашему капитану.	Myślę, że rozmawiałem już ze wszystkimi. Teraz nadszedł czas, aby poinformować o tym naszego kapitana.
26125	2361	145621	B_CHECKDEADNPCS_LI_ZEN	B_LOGENTRY.ENTRY	LOG_ADDENTRY.PAR1	Кажется, я поговорил со всеми парнями. Теперь стоит сообщить об этом нашему капитану.	Myślę, że rozmawiałem już ze wszystkimi. Teraz nadszedł czas, aby poinformować o tym naszego kapitana.
26126	2361	145622	B_CHECKDEADNPCS_LI_ZEN	B_LOGENTRY.ENTRY	LOG_ADDENTRY.PAR1	Кажется, я поговорил со всеми парнями. Теперь стоит сообщить об этом нашему капитану.	Myślę, że rozmawiałem już ze wszystkimi. Teraz nadszedł czas, aby poinformować o tym naszego kapitana.
26127	2361	145623	B_CHECKDEADNPCS_LI_ZEN	B_LOGENTRY.ENTRY	LOG_ADDENTRY.PAR1	Кажется, я поговорил со всеми парнями. Теперь стоит сообщить об этом нашему капитану.	Myślę, że rozmawiałem już ze wszystkimi. Teraz nadszedł czas, aby poinformować o tym naszego kapitana.
26128	2361	145624	B_CHECKDEADNPCS_LI_ZEN	B_LOGENTRY.ENTRY	LOG_ADDENTRY.PAR1	Кажется, я поговорил со всеми парнями. Теперь стоит сообщить об этом нашему капитану.	Myślę, że rozmawiałem już ze wszystkimi. Teraz nadszedł czas, aby poinformować o tym naszego kapitana.
26129	2362	145625	B_CHECKDEADNPCS_NTR_ZEN	B_LOGENTRY_DATETIME.ENTRY	LOG_ADDENTRY.PAR1	На Острове испытаний убил 100 монстров.	Zabiłem 100 potworów na Wyspie Prób.
26130	2362	145626	B_CHECKDEADNPCS_NTR_ZEN	B_LOGENTRY_DATETIME.ENTRY	LOG_ADDENTRY.PAR1	На Острове испытаний убил 200 монстров.	Zabiłem 200 potworów na Wyspie Prób.
26131	2362	145628	B_CHECKDEADNPCS_NTR_ZEN	PRINT.PAR0	PRINT.PAR0	Найдены свиток и стрелы	Znaleziono zwój i strzały
26132	2363	145629	B_CHECKDEADNPCS_NW_ZEN	B_LOGENTRY.ENTRY	LOG_ADDENTRY.PAR1	Внутри самки луркера оказался странный камень. Нужно показать его Мердариону.	Wewnątrz samicy znajduje się dziwny kamień. Trzeba go pokazać Merdarionowi.
26133	2363	145630	B_CHECKDEADNPCS_NW_ZEN	B_LOGENTRY.ENTRY	LOG_ADDENTRY.PAR1	Я решил сам убить волков. Помощь Гаана мне не нужна.	Postanowiłem sam zabić wilki. Nie potrzebuję pomocy Gaana.
26134	2363	145631	B_CHECKDEADNPCS_NW_ZEN	B_LOGENTRY.ENTRY	LOG_ADDENTRY.PAR1	Я победил черного тролля, уменьшив его. Нужно сообщить Гримбальду.	Pokonałem czarnego trolla, zmniejszając go. Muszę poinformować Grimbalda.
26135	2363	145632	B_CHECKDEADNPCS_NW_ZEN	B_LOGENTRY.ENTRY	LOG_ADDENTRY.PAR1	Я победил черного тролля! Нужно сообщить Гримбальду.	Pokonałem czarnego trolla! Musimy powiedzieć Grimbaldowi.
26136	2363	145633	B_CHECKDEADNPCS_NW_ZEN	CONCATSTRINGS.PAR0	PRINTSCREEN.PAR0	Убито воинов Ханту:	Wojownicy Hantu zabici: 
26137	2363	145634	B_CHECKDEADNPCS_NW_ZEN	CONCATSTRINGS.PAR1	PRINTSCREEN.PAR0	из 10	 z 10
26138	2363	145635	B_CHECKDEADNPCS_NW_ZEN	B_LOGENTRY.ENTRY	LOG_ADDENTRY.PAR1	Мне удалось позаботиться о безопасности своих знакомых. Пора заняться другими делами.	Udało mi się zadbać o bezpieczeństwo moich znajomych. Czas zająć się innymi rzeczami.
26139	2363	145638	B_CHECKDEADNPCS_NW_ZEN	B_LOGENTRY.ENTRY	LOG_ADDENTRY.PAR1	Ключ от входа в монастырь Инноса я взял из трупа Серджио.	Zabrałem klucz do wejścia do klasztoru Innosa ze zwłok Sergio.
26140	2363	145639	B_CHECKDEADNPCS_NW_ZEN	B_LOGENTRY.ENTRY	LOG_ADDENTRY.PAR1	Со смертью Серджио может быть не все так очевидно.	Po śmierci Sergio sprawa może nie być aż tak oczywista.
26141	2363	145642	B_CHECKDEADNPCS_NW_ZEN	B_LOGENTRY.ENTRY	LOG_ADDENTRY.PAR1	Нужно сообщить Хранителю Фариону о смертью Серджио и убийстве его перерождения - Сенгаха.	Należy poinformować Opiekuna Fariona o śmierci Sergio i zabójstwie jego reinkarnacji – Sengaha.
26142	2363	145643	B_CHECKDEADNPCS_NW_ZEN	PRINTCENTER._TEXT_	PRINTSCREEN.PAR0	Убив Инубиса, герой вернул свои силы!	Zabijając Inubisa, bohater odzyskał swoje moce!
26143	2363	145644	B_CHECKDEADNPCS_NW_ZEN	B_LOGENTRY.ENTRY	LOG_ADDENTRY.PAR1	Я уничтожил обращенного паладина Инубиса и тем самым, даровал успокоение его душе.	Zniszczyłem nawróconego paladyna Inubisa, a tym samym dałem spokój jego duszy.
26144	2363	145645	B_CHECKDEADNPCS_NW_ZEN	B_LOGENTRY.ENTRY	LOG_ADDENTRY.PAR1	Наша задуманная с Ударом уловка, кажется, удалась! Теперь посмотрим что на это скажет сам Натан...	Wygląda na to, że nasza sztuczka z Udarem zadziałała! Zobaczmy teraz, co sam Nathan ma do powiedzenia na ten temat...
26145	2363	145646	B_CHECKDEADNPCS_NW_ZEN	B_FAILMISSION.LASTNODE	LOG_ADDENTRY.PAR1	Удар погиб! Теперь обет чести данный паладином Натаном не имеет силы.	Udar jest martwy! Teraz przysięga honoru złożona przez paladyna Nathana nie ma żadnego skutku.
26146	2363	145647	B_CHECKDEADNPCS_NW_ZEN	B_FAILMISSION.LASTNODE	LOG_ADDENTRY.PAR1	Натан погиб! Теперь его обет чести не имеет силы.	Nathan nie żyje! Jego przysięga honorowa jest teraz nieważna.
26147	2363	145648	B_CHECKDEADNPCS_NW_ZEN	B_LOGENTRY.ENTRY	LOG_ADDENTRY.PAR1	Все действительно оказалось проще простого! Яркий магический свет - вот чего боятся теневые големы. Ведь он их мгновенно убивает...	To naprawdę było takie proste! Jasne magiczne światło jest tym, czego boją się mroczne golemy. Zabija je natychmiast...
26148	2363	145649	B_CHECKDEADNPCS_NW_ZEN	B_LOGENTRY.ENTRY	LOG_ADDENTRY.PAR1	Ксардас оказался прав! Яркий магический свет мгновенно убил теневого голема.	Xardas miał rację! Jasne magiczne światło natychmiast zabiło mrocznego golema.
26149	2363	145650	B_CHECKDEADNPCS_NW_ZEN	B_LOGENTRY.ENTRY	LOG_ADDENTRY.PAR1	Яркий магический свет мгновенно убил теневого голема.	Jasne magiczne światło natychmiast zabiło mrocznego golema.
26150	2363	145651	B_CHECKDEADNPCS_NW_ZEN	B_LOGENTRY.ENTRY	LOG_ADDENTRY.PAR1	Я снова уничтожил стража темной башни.	Znów zniszczyłem strażnika mrocznej wieży.
26151	2363	145652	B_CHECKDEADNPCS_NW_ZEN	B_LOGENTRY.ENTRY	LOG_ADDENTRY.PAR1	Я уничтожил стража темной башни.	Zniszczyłem strażnika mrocznej wieży.
26152	2363	145654	B_CHECKDEADNPCS_NW_ZEN	B_LOGENTRY.ENTRY	LOG_ADDENTRY.PAR1	Галлахад мертв! Надо сообщить об этом Ксардасу.	Gallahad nie żyje! Musimy powiedzieć Xardasowi.
26153	2363	145658	B_CHECKDEADNPCS_NW_ZEN	B_LOGENTRY.ENTRY	LOG_ADDENTRY.PAR1	Я не успел помочь Бенчелу - бандиты убили его. Думаю, Лютеро не особо обрадуется этому известию.	Nie zdołałem pomóc Benchelowi, bandyci go zabili. Nie sądzę, by Lutero był zbyt szczęśliwy słysząc to.
26154	2363	145659	B_CHECKDEADNPCS_NW_ZEN	B_LOGENTRY.ENTRY	LOG_ADDENTRY.PAR1	Бенчел мертв! Думаю, Лютеро не особо обрадуется этому известию.	Benchel nie żyje! Nie sądzę, żeby Lutero był z tego powodu zadowolony.
26155	2363	145661	B_CHECKDEADNPCS_NW_ZEN	B_LOGENTRY.ENTRY	LOG_ADDENTRY.PAR1	Я прикончил этого болтуна, Луиса.	Skończyłem z tą paplą, Luisem.
26156	2363	145662	B_CHECKDEADNPCS_NW_ZEN	B_LOGENTRY.ENTRY	LOG_ADDENTRY.PAR1	Я отправил Лемара на тот свет, при этом не забыв передать ему привет от Асмала.	Wysłałem Lemara na tamten świat, pamiętając jednocześnie o przekazaniu mu pozdrowień od Asmala.
26157	2363	145663	B_CHECKDEADNPCS_NW_ZEN	B_LOGENTRY.ENTRY	LOG_ADDENTRY.PAR1	Со смертью Лемара оборвалась цепочка напарников по Лиге азартных игроков. Может, слухи что-то подскажут.	Wraz ze śmiercią Lemara przerwany został łańcuch partnerów w lidze kości. Może te plotki coś nam powiedzą.
26158	2363	145664	B_CHECKDEADNPCS_NW_ZEN	B_LOGENTRY.ENTRY	LOG_ADDENTRY.PAR1	Кантар мертв! В общем, я не особо сожалею о том, что мне пришлось это сделать, ведь он мне и самому не очень то нравился...	Cantar nie żyje! W każdym razie nie jest mi przykro, że musiałem to zrobić, bo sam go bardzo nie lubiłem...
26159	2363	145665	B_CHECKDEADNPCS_NW_ZEN	B_LOGENTRY.ENTRY	LOG_ADDENTRY.PAR1	Я пришил этого беднягу Найджела.	Przygwoździłem tego biedaka Nigela.
26160	2363	145666	B_CHECKDEADNPCS_NW_ZEN	B_LOGENTRY.ENTRY	LOG_ADDENTRY.PAR1	Интересно, как получается - и Найджел мертв и я знаю, у кого находятся его долговые деньги. Может быть мне стоит сказать Асмалу, что Найджел отказался отдавать долг, а деньги оставить себе... Правда для этого мне надо будет разобраться с бандитами, что ограбили его.	Zastanawiam się, jak to się stało, że Nigel nie żyje, a ja wiem, kto ma jego dług. Może powinienem powiedzieć Asmalowi, że Nigel odmówił spłaty długu i zatrzymać pieniądze... Ale żeby to zrobić, musiałbym rozprawić się z bandytami, którzy go okradli.
26161	2363	145667	B_CHECKDEADNPCS_NW_ZEN	B_LOGENTRY.ENTRY	LOG_ADDENTRY.PAR1	Интересно, как получается - и Найджел мертв и я забрал у бандитов его долговые деньги. Может быть мне стоит сказать Асмалу, что Найджел отказался отдавать долг, а деньги оставить себе...	Nigel nie żyje, a ja odebrałem bandytom jego dług. Może powinienem powiedzieć Asmalowi, że Nigel odmówił spłaty długu i zatrzymać pieniądze...
26162	2363	145668	B_CHECKDEADNPCS_NW_ZEN	B_LOGENTRY.ENTRY	LOG_ADDENTRY.PAR1	Теперь, когда Рудар мертв - он не опасен для Асмала.	Teraz, gdy Rudar nie żyje, nie stanowi już zagrożenia dla Asmala.
26163	2363	145669	B_CHECKDEADNPCS_NW_ZEN	B_FAILMISSION.LASTNODE	LOG_ADDENTRY.PAR1	Педро мертв! Как говориться, нет человека - нет проблемы.	Pedro nie żyje! Jak to mówią, nie ma człowieka, nie ma problemu.
26164	2363	145671	B_CHECKDEADNPCS_NW_ZEN	B_LOGENTRY.ENTRY	LOG_ADDENTRY.PAR1	Заяц со странной тенью сбросил шкурку и оказался волком!	Zając z dziwnym cieniem zrzucił futro i okazał się wilkiem!
26165	2363	145672	B_CHECKDEADNPCS_NW_ZEN	PRINTCENTER._TEXT_	PRINTSCREEN.PAR0	Какая-то тень вылетела из зайца и скрылась в кустах!	Jakiś cień wyleciał z zająca i zniknął w krzakach!
26166	2363	145673	B_CHECKDEADNPCS_NW_ZEN	B_LOGENTRY.ENTRY	LOG_ADDENTRY.PAR1	Теперь хутор полностью зачищен!	Teraz gospodarstwo jest całkowicie bezpieczne!
26167	2363	145674	B_CHECKDEADNPCS_NW_ZEN	PRINTCENTER._TEXT_	PRINTSCREEN.PAR0	Стоянка очищена от нежити!	Strzeż się nieumarłych!
26168	2363	145675	B_CHECKDEADNPCS_NW_ZEN	B_LOGENTRY.ENTRY	LOG_ADDENTRY.PAR1	Я упокоил нежить на мосту к таверне Орлана.	Pokonałem nieumarłych na moście prowadzącym do Tawerny Orlana.
26169	2363	145676	B_CHECKDEADNPCS_NW_ZEN	PRINTCENTER._TEXT_	PRINTSCREEN.PAR0	Стоянка очищена от нежити!	Strzeż się nieumarłych!
26170	2363	145677	B_CHECKDEADNPCS_NW_ZEN	B_LOGENTRY.ENTRY	LOG_ADDENTRY.PAR1	Я упокоил нежить в лесном лагере за фермой Онара.	Pozbyłem się nieumarłych w leśnym obozie za farmą Onara.
26171	2363	145678	B_CHECKDEADNPCS_NW_ZEN	PRINTCENTER._TEXT_	PRINTSCREEN.PAR0	Стоянка очищена от нежити!	Strzeż się nieumarłych!
26172	2363	145679	B_CHECKDEADNPCS_NW_ZEN	B_LOGENTRY.ENTRY	LOG_ADDENTRY.PAR1	Я упокоил нежить на стоянке, рядом с пещерой Сагитты.	Pozbyłem się nieumarłych nieopodal jaskini Sagitty.
26173	2363	145680	B_CHECKDEADNPCS_NW_ZEN	PRINTCENTER._TEXT_	PRINTSCREEN.PAR0	Стоянка очищена от нежити!	Strzeż się nieumarłych!
26174	2363	145681	B_CHECKDEADNPCS_NW_ZEN	B_LOGENTRY.ENTRY	LOG_ADDENTRY.PAR1	Я упокоил нежить на стоянке, где был Элврих.	Pozbyłem się nieumarłych nieopodal miejsca, gdzie znajdował się Elvrich.
26175	2363	145682	B_CHECKDEADNPCS_NW_ZEN	PRINTCENTER._TEXT_	PRINTSCREEN.PAR0	Стоянка очищена от нежити!	Strzeż się nieumarłych!
26176	2363	145683	B_CHECKDEADNPCS_NW_ZEN	B_LOGENTRY.ENTRY	LOG_ADDENTRY.PAR1	Я упокоил нежить возле башни Декстера.	Pokonałem nieumarłych w pobliżu wieży Dextera.
26177	2363	145684	B_CHECKDEADNPCS_NW_ZEN	B_LOGENTRY.ENTRY	LOG_ADDENTRY.PAR1	Пора обрадовать Ватраса, что нежить упокоена..	Czas powiedzieć Vatrasowi, że nieumarli zostali uśpieni.
26178	2363	145688	B_CHECKDEADNPCS_NW_ZEN	PRINTDOWN._TEXT_	PRINTSCREEN.PAR0	Белиар прогневался на убийцу своих слуг и проклял героя!	Beliar był wściekły na mordercę swoich sług i przeklął bohatera!
26179	2363	145689	B_CHECKDEADNPCS_NW_ZEN	PRINTDOWN._TEXT_	PRINTSCREEN.PAR0	Здоровье и сила противников станет больше!	Zdrowie i siła przeciwników stają się zwiększone!
26180	2363	145690	B_CHECKDEADNPCS_NW_ZEN	B_LOGENTRY.ENTRY	LOG_ADDENTRY.PAR1	Я убил овечку. Пора вернуться к Ксардасу.	Zabiłem owcę. Czas wracać do Xardasa.
26181	2363	145697	B_CHECKDEADNPCS_NW_ZEN	B_LOGENTRY.ENTRY	LOG_ADDENTRY.PAR1	Я вообще перестаю понимать, что здесь происходит! Когда я попытался атаковать одного из орков, то в меня ударил разряд молнии чуть не убивший меня. По всей видимости, какая-то магия защищает всех этих тварей. Похоже, что мне надо быть теперь поострожнее...	Nawet nie rozumiem, co tu się dzieje! Kiedy próbowałem zaatakować jednego z orków, zostałem trafiony piorunem, który prawie mnie zabił. Najwyraźniej jakaś magia ich chroni. Wygląda na to, że będę musiał być teraz bardziej ostrożny...
26182	2363	145698	B_CHECKDEADNPCS_NW_ZEN	B_STARTMISSION.FIRSTNOTE	LOG_ADDENTRY.PAR1	Стали происходить довольно странные вещи! Когда я попытался атаковать одного из орков, то в меня ударил разряд молнии чуть не убивший меня. По всей видимости, какая-то магия защищает всех этих тварей. Похоже, что мне надо быть теперь поострожнее...	Zaczęły się dziać dość dziwne rzeczy! Kiedy próbowałem zaatakować jednego z orków, zostałem trafiony błyskawicą, która prawie mnie zabiła. Najwyraźniej jakaś magia ich chroni. Wygląda na to, że muszę być teraz bardziej ostrożny...
26183	2363	145703	B_CHECKDEADNPCS_NW_ZEN	B_LOGENTRY.ENTRY	LOG_ADDENTRY.PAR1	Я вообще перестаю понимать, что здесь происходит! Когда я попытался атаковать одного из орков, то в меня ударил разряд молнии чуть не убивший меня. По всей видимости, какая-то магия защищает всех этих тварей. Похоже, что мне надо быть теперь поострожнее...	Nawet nie rozumiem, co tu się dzieje! Kiedy próbowałem zaatakować jednego z orków, zostałem trafiony piorunem, który prawie mnie zabił. Najwyraźniej jakaś magia ich chroni. Wygląda na to, że będę musiał być teraz bardziej ostrożny...
26184	2363	145704	B_CHECKDEADNPCS_NW_ZEN	B_STARTMISSION.FIRSTNOTE	LOG_ADDENTRY.PAR1	Стали происходить довольно странные вещи! Когда я попытался атаковать одного из орков, то в меня ударил разряд молнии чуть не убивший меня. По всей видимости, какая-то магия защищает всех этих тварей. Похоже, что мне надо быть теперь поострожнее...	Zaczęły się dziać dość dziwne rzeczy! Kiedy próbowałem zaatakować jednego z orków, zostałem trafiony błyskawicą, która prawie mnie zabiła. Najwyraźniej jakaś magia ich chroni. Wygląda na to, że muszę być teraz bardziej ostrożny...
26185	2363	145709	B_CHECKDEADNPCS_NW_ZEN	B_LOGENTRY.ENTRY	LOG_ADDENTRY.PAR1	Я вообще перестаю понимать, что здесь происходит! Когда я попытался атаковать одного из орков, то в меня ударил разряд молнии чуть не убивший меня. По всей видимости, какая-то магия защищает всех этих тварей. Похоже, что мне надо быть теперь поострожнее...	Nawet nie rozumiem, co tu się dzieje! Kiedy próbowałem zaatakować jednego z orków, zostałem trafiony piorunem, który prawie mnie zabił. Najwyraźniej jakaś magia ich chroni. Wygląda na to, że będę musiał być teraz bardziej ostrożny...
26186	2363	145710	B_CHECKDEADNPCS_NW_ZEN	B_STARTMISSION.FIRSTNOTE	LOG_ADDENTRY.PAR1	Стали происходить довольно странные вещи! Когда я попытался атаковать одного из орков, то в меня ударил разряд молнии чуть не убивший меня. По всей видимости, какая-то магия защищает всех этих тварей. Похоже, что мне надо быть теперь поострожнее...	Zaczęły się dziać dość dziwne rzeczy! Kiedy próbowałem zaatakować jednego z orków, zostałem trafiony błyskawicą, która prawie mnie zabiła. Najwyraźniej jakaś magia ich chroni. Wygląda na to, że muszę być teraz bardziej ostrożny...
26187	2363	145711	B_CHECKDEADNPCS_NW_ZEN	CONCATSTRINGS.PAR0	PRINTSCREEN.PAR0	Орки:	Orkowie: 
26188	2363	145714	B_CHECKDEADNPCS_NW_ZEN	B_SUCCESSMISSION.LASTNODE	LOG_ADDENTRY.PAR1	Мы победили в этой битве - огромная армия орков повержена! Теперь можно подумать об освобождении от орков самого города и прилегающих к нему окрестностей.	Wygraliśmy tę bitwę - ogromna armia orków została pokonana! Teraz możemy pomyśleć o wyzwoleniu miasta i okolic od orków.
26189	2363	145716	B_CHECKDEADNPCS_NW_ZEN	CONCATSTRINGS.PAR0	PRINTSCREEN.PAR0	Люди:	Ludzie: 
26190	2363	145718	B_CHECKDEADNPCS_NW_ZEN	B_FAILMISSION.LASTNODE	LOG_ADDENTRY.PAR1	К большому сожалению, мы проиграли эту битву! Паладины лорда Хагена не смогли остановить натиск огромной армии орков даже несмотря на помощь со стороны наемников и прочих людей... И теперь только Инносу известно, что будет с нами!	To wielka szkoda, że przegraliśmy tę bitwę! Paladyni Lorda Hagena nie byli w stanie powstrzymać ataku ogromnej armii orków, nawet z pomocą najemników i innych ludzi... I teraz tylko Innos wie, co się z nami stanie!
26191	2363	145720	B_CHECKDEADNPCS_NW_ZEN	B_LOGENTRY.ENTRY	LOG_ADDENTRY.PAR1	Я успокоил душу могущественного некромага! Теперь можно подумать и о том, как достать Некрономикон.	Ukoiłem duszę potężnego nekromanty! Teraz możemy zastanowić się, jak zdobyć Necronomicon.
26192	2363	145721	B_CHECKDEADNPCS_NW_ZEN	B_FAILMISSION.LASTNODE	LOG_ADDENTRY.PAR1	Клык умер! Думаю, что теперь моя помощь в этом деле бесполезна.	Fang nie żyje! Myślę, że moja pomoc w tej sprawie jest teraz bezużyteczna.
26193	2363	145722	B_CHECKDEADNPCS_NW_ZEN	B_FAILMISSION.LASTNODE	LOG_ADDENTRY.PAR1	Фестера убили жуки! Придется зачищать логово в одиночку.	Fester został zabity przez robaki! Będę musiał sam oczyścić legowisko.
26194	2363	145724	B_CHECKDEADNPCS_NW_ZEN	PRINTUP._TEXT_	PRINTSCREEN.PAR0	Вы призвали дух Лотара!	Przywołałeś ducha Lothara!
26195	2363	145725	B_CHECKDEADNPCS_NW_ZEN	PRINTSCREEN.PAR0	PRINTSCREEN.PAR0	Бонус педанта!	Bonus pedanta!
26196	2363	145726	B_CHECKDEADNPCS_NW_ZEN	CONCATSTRINGS.PAR1	LOG_ADDENTRY.PAR1	Бонус педанта.	Bonus pedanta.
26197	2363	145727	B_CHECKDEADNPCS_NW_ZEN	B_LOGENTRY.ENTRY	LOG_ADDENTRY.PAR1	Я убил Зуриса! Интересно, что мне это даст. Для начала надо обыскать его труп - может что и найду полезное.	Zabiłem Zurisa! Zastanawiam się, co mi to da. Najpierw powinienem przeszukać jego zwłoki i sprawdzić, czy znajdę coś przydatnego.
26198	2363	145728	B_CHECKDEADNPCS_NW_ZEN	B_LOGENTRY.ENTRY	LOG_ADDENTRY.PAR1	Я убил Асмала.	Zabiłem Asmala.
26199	2363	145729	B_CHECKDEADNPCS_NW_ZEN	B_SUCCESSMISSION.LASTNODE	LOG_ADDENTRY.PAR1	С бандой Ханса покончено - все его люди и он сам мертвы. Но потом возникли проблемы - Асмал посчитал, что я не заслужил большой доли за это дело и согласился дать мне всего лишь 500 монет. Меня это не устроило и мне пришлось покончить с Асмалом.	Gang Hansa był skończony - wszyscy jego ludzie i on sam byli martwi. Pojawił się jednak problem - Asmal uważał, że nie zasługuję na duży udział w robocie i zgodził się dać mi tylko 500 monet. Nie byłem z tego zadowolony i musiałem skończyć z Asmalem.
