NR	FILENR	ID	SYMBOL	USE	TRACE	RU	PL
691	10	5128	GUILDSTELEPORTPOINT_91	---	---	OLDWORLD|OW_GOLDMINE_PLATEAU_06|В Заброшенную шахту	OLDWORLD|OW_GOLDMINE_PLATEAU_06|Do opuszczonej kopalni
692	10	5129	GUILDSTELEPORTPOINT_92	---	---	OLDWORLD|OC_EBR_IN|Замок	OLDWORLD|OC_EBR_IN|Zamek
693	10	5130	GUILDSTELEPORTPOINT_93	---	---	OLDWORLD|OW_PATH_266|Шахта Маркуса	OLDWORLD|OW_PATH_266|Kopalnia Markusa
694	10	5131	GUILDSTELEPORTPOINT_94	---	---	OLDWORLD|ENTRANCE_OW_FROM_OLDMINE|В Старую шахту	OLDWORLD|ENTRANCE_OW_FROM_OLDMINE|Do Starej Kopalni
695	10	5132	GUILDSTELEPORTPOINT_95	---	---	OLDWORLD|OW_ICEREGION_MOUNTAINS_020|К горному перевалу	OLDWORLD|OW_ICEREGION_MOUNTAINS_020|Do przełęczy górskiej
696	10	5133	GUILDSTELEPORTPOINT_96	---	---	OLDWORLD|SPAWN_TALL_PATH_BANDITOS2_03|Стоянка охотников	OLDWORLD|SPAWN_TALL_PATH_BANDITOS2_03|Obozowisko myśliwych
697	10	5134	GUILDSTELEPORTPOINT_97	---	---	OLDWORLD|LOCATION_02_04|Стоянка Диего	OLDWORLD|LOCATION_02_04|Kotlina Diego
698	10	5135	GUILDSTELEPORTPOINT_98	---	---	OLDWORLD|OW_NEWMINE_03_B|Шахта Фаджета	OLDWORLD|OW_NEWMINE_03_B|Kopalnia Fajetha
699	10	5136	GUILDSTELEPORTPOINT_99	---	---	OLDWORLD|OW_XARDAS_TOWER_TELEPORT|Башня Ксардаса	OLDWORLD|OW_XARDAS_TOWER_TELEPORT|Stara wieża Xardasa
700	10	5137	GUILDSTELEPORTPOINT_100	---	---	OLDWORLD|WP_PATH_TO_ORCTEMPLE_13|Город орков	OLDWORLD|WP_PATH_TO_ORCTEMPLE_13|Miasto Orków
701	10	5138	GUILDSTELEPORTPOINT_101	---	---	OLDWORLD|ROCKCAMP|Стоянка Гештата	OLDWORLD|ROCKCAMP|Obozowisko Gestatha
702	10	5139	GUILDSTELEPORTPOINT_102	---	---	OLDWORLD|WP_COAST_PATH_04|К Кладбищу орков	OLDWORLD|WP_COAST_PATH_04|Do Cmentarzyska Orków
703	10	5140	GUILDSTELEPORTPOINT_103	---	---	OLDWORLD|WP_COAST_WAY05|Стоянка в лесу	OLDWORLD|WP_COAST_WAY05|Leśne obozowisko
704	10	5141	GUILDSTELEPORTPOINT_104	---	---	OLDWORLD|OW_FOGDUNGEON_10|Башня Креола	OLDWORLD|OW_FOGDUNGEON_10|Wieża Kreola
705	10	5142	GUILDSTELEPORTPOINT_105	---	---	OLDWORLD|OW_PATH_064|К проходу в новый лагерь	OLDWORLD|OW_PATH_064|Do Nowego Obozu
706	10	5143	GUILDSTELEPORTPOINT_106	---	---	OLDWORLD|WP_COAST_FOREST_58|Лесной лагерь	OLDWORLD|WP_COAST_FOREST_58|Obóz w lesie
707	10	5144	GUILDSTELEPORTPOINT_107	---	---	OLDWORLD|WP_COAST_BASE_33_02|Кузница Дарриона	OLDWORLD|WP_COAST_BASE_33_02|Kuźnia Darriona
708	10	5145	GUILDSTELEPORTPOINT_108	---	---	OLDWORLD|ENTRANCE_PSICAMP_FROM_OW|К болотному лагерю	OLDWORLD|ENTRANCE_PSICAMP_FROM_OW|Do Obozu na Bagnach
709	10	5146	GUILDSTELEPORTPOINT_109	---	---	OLDWORLD|OW_ORCHIGHLAND_TP|К клану Скалы	OLDWORLD|OW_ORCHIGHLAND_TP|Do Klanu Wysokiej Skały
710	10	5147	GUILDSTELEPORTPOINT_110	---	---	SHVALLEY|SV_START|К Городу орков	SHVALLEY|SV_START|Do Miasta Orków
711	10	5148	GUILDSTELEPORTPOINT_111	---	---	SHVALLEY|SHV_ORCS|К деревне орков	SHVALLEY|SHV_ORCS|Obozowisko orków
712	10	5149	GUILDSTELEPORTPOINT_112	---	---	SHVALLEY|SHV_BRIDGE|Мост к склепу	SHVALLEY|SHV_BRIDGE|Krypta
713	10	5150	GUILDSTELEPORTPOINT_113	---	---	UNDEADZONE|UZ_ENTRANCE|В Долину теней	UNDEADZONE|UZ_ENTRANCE|Do Doliny Cieni
714	10	5151	GUILDSTELEPORTPOINT_114	---	---	ERZTAL|WP_LAGER_11|К лагерю у озера	ERZTAL|WP_LAGER_11|Obóz nad jeziorem
715	10	5152	GUILDSTELEPORTPOINT_115	---	---	ERZTAL|WP_END|К выходу в Вальдус	ERZTAL|WP_END|Do Valdus
716	10	5153	GUILDSTELEPORTPOINT_116	---	---	MOUNTAINWORLD|TL_VALLEY_CAMP_MINE|К стартовому лагерю	MOUNTAINWORLD|TL_VALLEY_CAMP_MINE|Obozowisko
717	10	5154	GUILDSTELEPORTPOINT_117	---	---	MOUNTAINWORLD|TL_PART_03_END|К замку	MOUNTAINWORLD|TL_PART_03_END|Zamek
725	10	5275	TEXT_SPOR20	PRINTSCREEN.PAR0	PRINTSCREEN.PAR0	Вылетело 3 споры.	Wyleciały 3 zarodniki.
726	10	5276	TEXT_SPOR40	PRINTSCREEN.PAR0	PRINTSCREEN.PAR0	Вылетело больше 3 спор.	Wyleciały ponad 3 zarodniki.
754	10	5868	TOPIC_TRADER_VALSUM	B_LOGENTRY.TOPIC	LOG_ADDENTRY.PAR0	Торговцы Лощины	Handlarze w Kotlinie
755	10	5888	PRINT_PICKBASKET	PRINTCENTER._TEXT_	PRINTSCREEN.PAR0	Нашлось что-то спрятанное	Znaleziono ukryty przedmiot
757	10	5971	PRINT_HOLYWATERSUCCESS	PRINT.PAR0	PRINT.PAR0	Иннос послал свою милость.	Innos okazał swoją łaskę.
758	10	5972	PRINT_ADDON_GEGEBEN	---	---	отдано	 przekazano
759	10	5973	PRINT_ITEMSGEGEBEN	---	---	предметов отдано	 przedmiotów przekazano
760	10	5976	HERO_INNOS_00	AI_PRINTSCREEN.PAR0	AI_PRINTSCREEN.PAR0	О Иннос, правитель всех душ, сжалься над страдающей душой,	O Innosie, władco wszystkich dusz, zmiłuj się nad cierpiącą duszą,
761	10	5977	HERO_INNOS_01	AI_PRINTSCREEN.PAR0	AI_PRINTSCREEN.PAR0	Пусть эта вода завершит мои слова.	Niech ta woda będzie zwieńczeniem moich słów.
762	10	5978	HERO_INNOS_02	AI_PRINTSCREEN.PAR0	AI_PRINTSCREEN.PAR0	сними с нее иго проклятия и вырви из плена Зла.	zdejmij z niej jarzmo przekleństwa i wyrwij ją z niewoli Zła.
763	10	6017	TOPIC_ONAR01	LOG_CREATETOPIC.PAR0	LOG_CREATETOPIC.PAR0	Просьба Онара	Prośba Onara
764	10	6019	TOPIC_WOLFSJAGD	LOG_CREATETOPIC.PAR0	LOG_CREATETOPIC.PAR0	Охота на волков	Polowanie na wilki
765	10	6021	TOPIC_SCHINKEN	B_LOGENTRY.TOPIC	LOG_ADDENTRY.PAR0	Гриммировка	Szynka
766	10	6023	TOPIC_WERKZEUG	B_LOGENTRY.TOPIC	LOG_ADDENTRY.PAR0	Инструменты	Narzędzia
767	10	6025	TOPIC_ERNTE	LOG_CREATETOPIC.PAR0	LOG_CREATETOPIC.PAR0	Урожай	Zbiory
768	10	6027	TOPIC_RATTENPLAGE	LOG_CREATETOPIC.PAR0	LOG_CREATETOPIC.PAR0	Крысиная чума	Szczurza epidemia
769	10	6029	TOPIC_VERSPANNUNG	B_LOGENTRY.TOPIC	LOG_ADDENTRY.PAR0	Напряжение	Napięcie
770	10	6031	TOPIC_SICKPECK	B_LOGENTRY.TOPIC	LOG_ADDENTRY.PAR0	Болван	Głupiec
771	10	6033	TOPIC_PFEILE	LOG_CREATETOPIC.PAR0	LOG_CREATETOPIC.PAR0	Стрелки/Пирс	Strzały/Bełty
772	10	6035	TOPIC_MIKES_PAKET	LOG_CREATETOPIC.PAR0	LOG_CREATETOPIC.PAR0	Пакет Майка	Paczka Mike'a
773	10	6053	TOPIC_AUSBILDUNG	B_CLOSETOPIC.TOPIC	LOG_SETTOPICSTATUS.PAR0	Обучение охотника	Szkolenie myśliwego
774	10	6055	TOPIC_INVISIBILITYRING	B_CLOSETOPIC.TOPIC	LOG_SETTOPICSTATUS.PAR0	Кольцо невидимости	Pierścień niewidzialności
775	10	6057	TOPIC_ANTWORTSUCHE	B_CLOSETOPIC.TOPIC	LOG_SETTOPICSTATUS.PAR0	Указание	Wskazówka
776	10	6059	TOPIC_KRAUTPAKET	B_CLOSETOPIC.TOPIC	LOG_SETTOPICSTATUS.PAR0	Доставка трав	Dostawa ziół
777	10	6061	TOPIC_JORUS_HOEHLE	B_CLOSETOPIC.TOPIC	LOG_SETTOPICSTATUS.PAR0	Тайная комната	Tajemnicza komnata
778	10	6063	TOPIC_ARVID_LAGERHOEHLE	B_CLOSETOPIC.TOPIC	LOG_SETTOPICSTATUS.PAR0	Система складских пещер Арвида	Jaskinie magazynu Arvida
779	10	6065	TOPIC_OSTAN_WOELFE	B_CLOSETOPIC.TOPIC	LOG_SETTOPICSTATUS.PAR0	Волки Остана	Wilki Ostana
780	10	6067	TOPIC_GISPERT_HONIG	B_CLOSETOPIC.TOPIC	LOG_SETTOPICSTATUS.PAR0	Привлечение клиентов	Pozyskiwanie klientów
781	10	6069	TOPIC_SALINA_GELDBEUTEL	B_CLOSETOPIC.TOPIC	LOG_SETTOPICSTATUS.PAR0	Потерянное состояние Салины	Zagubiona Salina
782	10	6071	TOPIC_ARA_BEGLEITSCHUTZ	B_CLOSETOPIC.TOPIC	LOG_SETTOPICSTATUS.PAR0	Сопровождение Ары	Opieka nad Arą
783	10	6073	TOPIC_RENZ_WAFFENBUENDEL	B_CLOSETOPIC.TOPIC	LOG_SETTOPICSTATUS.PAR0	Мечи для Ренца	Miecze dla Renza
784	10	6075	TOPIC_RANDOLPH_SAEGE	B_CLOSETOPIC.TOPIC	LOG_SETTOPICSTATUS.PAR0	Сломанная пила Рэндольфа	Zepsuta piła Randolpha
785	10	6077	TOPIC_BARKO_HOLZ	B_CLOSETOPIC.TOPIC	LOG_SETTOPICSTATUS.PAR0	Нехватка дерева	Niedobór drewna
786	10	6079	TOPIC_MORELIA_CHEF	B_CLOSETOPIC.TOPIC	LOG_SETTOPICSTATUS.PAR0	Дорога к деревенскому старосте	Droga do burmistrza
787	10	6081	TOPIC_MORELIA_LAGERHUETTE	B_CLOSETOPIC.TOPIC	LOG_SETTOPICSTATUS.PAR0	Закрытая хижина	Zamknięta chatka
788	10	6083	TOPIC_MORELIA_MINE	B_CLOSETOPIC.TOPIC	LOG_SETTOPICSTATUS.PAR0	Шахта Морелии	Kopalnia Morelii
789	10	6085	TOPIC_FASKO_HACKE	B_CLOSETOPIC.TOPIC	LOG_SETTOPICSTATUS.PAR0	Старая и изношенная	Stara i zużyta
790	10	6087	TOPIC_HARLAN_AUFPASSER	B_CLOSETOPIC.TOPIC	LOG_SETTOPICSTATUS.PAR0	Помощь Харлану	Pomoc dla Harlana
791	10	6089	TOPIC_RONALD_HOEHLE	B_CLOSETOPIC.TOPIC	LOG_SETTOPICSTATUS.PAR0	Старое убежище Рональда	Stara kryjówka Ronalda
792	10	6091	TOPIC_SEK_QUIZ	B_CLOSETOPIC.TOPIC	LOG_SETTOPICSTATUS.PAR0	Беседа для Сэка	Rozmowa z Sekiem
793	10	6093	TOPIC_ROCKY_RUESTUNG	B_CLOSETOPIC.TOPIC	LOG_SETTOPICSTATUS.PAR0	Одинокий, обиженный, Рокки	Samotny, skrzywdzony Rocky
794	10	6095	TOPIC_RIFF_PRIESTER	B_CLOSETOPIC.TOPIC	LOG_SETTOPICSTATUS.PAR0	Священник Морелии	Ksiądz Morelii
797	11	6381	RECIPE_SPL_LIGHTHEAL	DOC_PRINTLINES.PAR2	DOC_PRINTLINES.PAR2	Лечебная трава.	Ziele lecznicze.
834	11	6418	RECIPE_SPL_HOLYWAVE	DOC_PRINTLINES.PAR2	DOC_PRINTLINES.PAR2	Магическая формула заклинания, святая вода, кусок серебра, горный хрусталь.	Magiczna formuła zaklęcia, woda święcona, kawałek srebra, skała krystaliczna.
981	19	6797	TOPIC_KILL_PALS	B_STARTMISSION.TOPICNAME	LOG_CREATETOPIC.PAR0	ДР* | Гордые но беззащитные	GD* | Dumni i bezbronni
1021	19	6837	TOPIC_TPLTEACHERBAG	LOG_CREATETOPIC.PAR0	LOG_CREATETOPIC.PAR0	Суперскорость для Стражей	Prędkość Strażników
1073	19	6889	TOPIC_SEARCHANCIENTKNOWLEDGE	B_LOGENTRY.TOPIC	LOG_ADDENTRY.PAR0	ХР* | Поиск древних знаний	GD* | W poszukiwaniu starożytnej wiedzy
1100	19	6916	TOPIC_WHEREISFERGUS	B_STARTMISSION.TOPICNAME	LOG_CREATETOPIC.PAR0	ПШ | Где Фергюс?	PUS | Gdzie jest Fergus?
1127	19	6943	TOPIC_SALETRA	B_STARTMISSION.TOPICNAME	LOG_CREATETOPIC.PAR0	ХРи | Новаторская смесь	KHR | Nowatorska mieszanka
1128	19	6944	TOPIC_PALNA	B_STARTMISSION.TOPICNAME	LOG_CREATETOPIC.PAR0	ХРи | Огнестрельное оружие	KHR | Broń palna
1134	19	6950	TOPIC_IGNAZMUSHROOM	B_CLOSETOPIC.TOPIC	LOG_SETTOPICSTATUS.PAR0	ХРгп | Неуловимые грибы Игнаца	KHR | Nieuchwytne grzyby Ignaza
1185	19	7001	TOPIC_SAMOBOJSTWO	B_STARTMISSION.TOPICNAME	LOG_CREATETOPIC.PAR0	ХДг | Таинственная смерть Камиллы	KHR | Tajemnicza śmierć Camilli
1214	19	7030	TOPIC_TRATSCH	B_LOGENTRY.TOPIC	LOG_ADDENTRY.PAR0	ВЛф | Тяжелый сбор урожая	VAL | Obfite zbiory
1231	19	7047	TOPIC_CATJA_KRAUT	B_STARTMISSION.TOPICNAME	LOG_CREATETOPIC.PAR0	ВЛф | Растения для эмоций Кати	VAL | Rośliny dla Katii
1242	19	7058	TOPIC_FINDINSTRUMENTS	B_LOGENTRY.TOPIC	LOG_ADDENTRY.PAR0	ДДф | Инструменты фермера	Far | Narzędzia rolnicze
1248	19	7064	TOPIC_FALLENSTONES	B_LOGENTRY.TOPIC	LOG_ADDENTRY.PAR0	ДД* | Завал в ущелье	Far | Gruz w kotlinie
1252	19	7068	TOPIC_RALFGOBLINS	B_STARTMISSION.TOPICNAME	LOG_CREATETOPIC.PAR0	ДДф | Крысолюды на ферме	Far | Kryształy na farmie
1272	19	7088	TOPIC_ANCIENT_CIRCLE	B_STARTMISSION.TOPICNAME	LOG_CREATETOPIC.PAR0	ЛЩ | Круг зодчих	KTL | Krąg budowniczych
1273	19	7089	TOPIC_TEMPLE	B_STARTMISSION.TOPICNAME	LOG_CREATETOPIC.PAR0	ЛЩ | Храм стражей мертвых	KTL | Świątynia strażników umarłych
1274	19	7090	TOPIC_DEAD_SOULS	B_STARTMISSION.TOPICNAME	LOG_CREATETOPIC.PAR0	ЛЩ | Души мучеников	KTL | Dusze męczenników
1275	19	7091	TOPIC_TOWER_GHOST	B_STARTMISSION.TOPICNAME	LOG_CREATETOPIC.PAR0	ЛЩ | Призрак башни	KTL | Duch wieży
1276	19	7092	TOPIC_WATCHER	B_CLOSETOPIC.TOPIC	LOG_SETTOPICSTATUS.PAR0	ЛЩ | Наблюдатель	KTL | Obserwator
1277	19	7093	TOPIC_KINGS_POTION	B_STARTMISSION.TOPICNAME	LOG_CREATETOPIC.PAR0	ЛЩ | Приготовить королевский экстракт	KTL | Przygotowanie królewskiego ekstraktu
1278	19	7094	TOPIC_HOLY_POTION	B_STARTMISSION.TOPICNAME	LOG_CREATETOPIC.PAR0	ЛЩ | Приготовить вытяжку из душ	KTL | Przygotowanie wyciągu z dusz
1279	19	7095	TOPIC_FIGHT_SPIRIT	B_CLOSETOPIC.TOPIC	LOG_SETTOPICSTATUS.PAR0	ЛЩ | Боевой дух	KTL | Duch walki
1280	19	7096	TOPIC_WEED	B_CLOSETOPIC.TOPIC	LOG_SETTOPICSTATUS.PAR0	ЛЩ | Трава Сенты	KTL | Zioła Senty
1281	19	7097	TOPIC_NETUS	B_CLOSETOPIC.TOPIC	LOG_SETTOPICSTATUS.PAR0	ЛЩ | Пропавшие в болотнике	KTL | Zaginieni na bagnach
1282	19	7098	TOPIC_CUSTOMERS	B_CLOSETOPIC.TOPIC	LOG_SETTOPICSTATUS.PAR0	ЛЩ | Новые клиенты для Сенты	KTL | Nowi klienci dla Senty
1283	19	7099	TOPIC_CLOTHES	B_CLOSETOPIC.TOPIC	LOG_SETTOPICSTATUS.PAR0	ЛЩ | Гадкий утенок	KTL | Brzydkie kaczątko
1284	19	7100	TOPIC_LOSTKEY	B_CLOSETOPIC.TOPIC	LOG_SETTOPICSTATUS.PAR0	ЛЩ | Ключ Адама	KTL | Klucz Adama
1285	19	7101	TOPIC_ABLOESUNG	B_CLOSETOPIC.TOPIC	LOG_SETTOPICSTATUS.PAR0	ЛЩ | Замена для Исаака	KTL | Zastępca dla Izaaka
1286	19	7102	TOPIC_TAXES	B_CLOSETOPIC.TOPIC	LOG_SETTOPICSTATUS.PAR0	ЛЩ | Сбор налогов	KTL | Pobór podatków
1287	19	7103	TOPIC_SICKNESS	B_CLOSETOPIC.TOPIC	LOG_SETTOPICSTATUS.PAR0	ЛЩ | Лекарство Эммы	KTL | Lek Emmy
1288	19	7104	TOPIC_PARANOIA	B_CLOSETOPIC.TOPIC	LOG_SETTOPICSTATUS.PAR0	ЛЩ | Страхи Мирко	KTL | Lęki Mirko
1289	19	7105	TOPIC_MIRKO	B_CLOSETOPIC.TOPIC	LOG_SETTOPICSTATUS.PAR0	ЛЩ | Убийца Мирко	KTL | Morderca Mirko
1290	19	7106	TOPIC_GRON	B_CLOSETOPIC.TOPIC	LOG_SETTOPICSTATUS.PAR0	ЛЩ | Убийца Грона	KTL | Morderca Grona
1291	19	7107	TOPIC_ADAM	B_CLOSETOPIC.TOPIC	LOG_SETTOPICSTATUS.PAR0	ЛЩ | Ограбление	KTL | Napad
1292	19	7108	TOPIC_REWARD	B_CLOSETOPIC.TOPIC	LOG_SETTOPICSTATUS.PAR0	ЛЩ | Наемные убийцы	KTL | Zabójcy na zlecenie
1293	19	7109	TOPIC_MURDER_GRON	B_CLOSETOPIC.TOPIC	LOG_SETTOPICSTATUS.PAR0	ЛЩ | Тихая ночь	KTL | Cicha noc
1294	19	7110	TOPIC_RAPE	B_CLOSETOPIC.TOPIC	LOG_SETTOPICSTATUS.PAR0	ЛЩ | Золото Адама	KTL | Złoto Adama
1295	19	7111	TOPIC_FALGO_MURDER	B_CLOSETOPIC.TOPIC	LOG_SETTOPICSTATUS.PAR0	ЛЩ | Убийца Фальго	KTL | Morderca Falgo
1296	19	7112	TOPIC_DEFEAT	B_CLOSETOPIC.TOPIC	LOG_SETTOPICSTATUS.PAR0	ЛЩ | Провал	KTL | Porażka
1297	19	7113	TOPIC_NEKTLORKER	B_CLOSETOPIC.TOPIC	LOG_SETTOPICSTATUS.PAR0	ЛЩ | Новый работник для Сенты	KTL | Nowy pracownik dla Senty
1298	19	7114	TOPIC_DEAL	B_CLOSETOPIC.TOPIC	LOG_SETTOPICSTATUS.PAR0	ЛЩ | Ночная сделка	KTL | Nocny handel
1299	19	7115	TOPIC_JOIN	B_CLOSETOPIC.TOPIC	LOG_SETTOPICSTATUS.PAR0	ЛЩ | Расходы Соломона	KTL | Wydatki Salomona
1300	19	7116	TOPIC_FOREST	B_CLOSETOPIC.TOPIC	LOG_SETTOPICSTATUS.PAR0	ЛЩ | Йену нужно в лес	KTL | Jan idzie do lasu
1301	19	7117	TOPIC_SALOMOSOLDIER	B_CLOSETOPIC.TOPIC	LOG_SETTOPICSTATUS.PAR0	ЛЩ | Ополченец перед поселком	KTL | Strażnik przed osadą
1302	19	7118	TOPIC_BORDELL	B_CLOSETOPIC.TOPIC	LOG_SETTOPICSTATUS.PAR0	ЛЩ | Глиф пропал	KTL | Glif zniknął
1303	19	7119	TOPIC_PICKPOCKET	B_CLOSETOPIC.TOPIC	LOG_SETTOPICSTATUS.PAR0	ЛЩ | Наглый вор	KTL | Bezczelny złodziej
1304	19	7120	TOPIC_COUP	B_CLOSETOPIC.TOPIC	LOG_SETTOPICSTATUS.PAR0	ЛЩ | Хороший поворот	KTL | Dobry zwrot akcji
1305	19	7121	TOPIC_GAMMELFLEISCH	B_CLOSETOPIC.TOPIC	LOG_SETTOPICSTATUS.PAR0	ЛЩ | Невыносимая вонь	KTL | Smród nie do zniesienia
1306	19	7122	TOPIC_MOON	B_CLOSETOPIC.TOPIC	LOG_SETTOPICSTATUS.PAR0	ЛЩ | Амулет Луны	KTL | Amulet Księżyca
1307	19	7123	TOPIC_ZIMIOMOSSPHERE	B_CLOSETOPIC.TOPIC	LOG_SETTOPICSTATUS.PAR0	ЛЩ | Светящийся шар Зимиома	KTL | Świecąca kula Zimioma
1308	19	7124	TOPIC_ANCIENTHUNTERTRIAL	B_LOGENTRY.TOPIC	LOG_ADDENTRY.PAR0	ХРо | Древнее испытание охотников	KHR | Starożytna próba myśliwych
1309	19	7125	TOPIC_MAINQUEST	B_STARTMISSION.TOPICNAME	LOG_CREATETOPIC.PAR0	ОИ | Охота на белого мракориса!	WM | Polowanie na białego cieniostwora
1310	19	7126	TOPIC_RUINEN	B_CLOSETOPIC.TOPIC	LOG_SETTOPICSTATUS.PAR0	ОИ | Руины на острове	WM | Ruiny na wyspie
1311	19	7127	TOPIC_LURKERQUEST	B_CLOSETOPIC.TOPIC	LOG_SETTOPICSTATUS.PAR0	ОИ | Самка луркеров	WM | Samica topielców
1312	19	7128	TOPIC_WOLFQUEST	B_CLOSETOPIC.TOPIC	LOG_SETTOPICSTATUS.PAR0	ОИ | Вожак волчьей стаи	WM | Przywódca stada wilków
1313	19	7129	TOPIC_GOBLINQUEST	B_CLOSETOPIC.TOPIC	LOG_SETTOPICSTATUS.PAR0	ОИ | Вождь гоблинов	WM | Wódz goblinów
1314	19	7130	TOPIC_HARPYQUEST	B_CLOSETOPIC.TOPIC	LOG_SETTOPICSTATUS.PAR0	ОИ | Королева гарпий	WM | Królowa harpii
1315	19	7131	TOPIC_ARBEITDORF	B_LOGENTRY.TOPIC	LOG_ADDENTRY.PAR0	Эт | Работа в деревне	ET | Praca na wsi
1316	19	7132	TOPIC_DORFVERLASSEN	B_STARTMISSION.TOPICNAME	LOG_CREATETOPIC.PAR0	Эт | На природу	ET | Na łono natury
1317	19	7133	TOPIC_GARWINSUCHEN	B_LOGENTRY_QUIET.TOPIC	LOG_ADDENTRY.PAR0	Эт | Поиск Гарвина	ET | Poszukiwanie Garwina
1318	19	7134	TOPIC_FAULPELZ	B_FAILMISSION.TOPICNAME	LOG_SETTOPICSTATUS.PAR0	Эт | Лодырь	ET | Nierób
1319	19	7135	TOPIC_SUCHEN	B_STARTMISSION.TOPICNAME	LOG_CREATETOPIC.PAR0	Эт | В поиске ...	ET | W poszukiwaniu...
1320	19	7136	TOPIC_VICOAMULETT	B_LOGENTRY.TOPIC	LOG_ADDENTRY.PAR0	Эт | Потерянный амулет	ET | Zagubiony amulet
1321	19	7137	TOPIC_PAPAKRANK	B_LOGENTRY.TOPIC	LOG_ADDENTRY.PAR0	Эт | Грегор болен	ET | Choroba Gregora
1322	19	7138	TOPIC_RINGVERLOREN	B_LOGENTRY.TOPIC	LOG_ADDENTRY.PAR0	Эт | Кольцо Баромира	ET | Pierścień Baromira
1323	19	7139	TOPIC_JUCKREIZ	B_STARTMISSION.TOPICNAME	LOG_CREATETOPIC.PAR0	Эт | Зуд	ET | Swąd
1324	19	7140	TOPIC_KLOSTERBANDITEN	B_STARTMISSION.TOPICNAME	LOG_CREATETOPIC.PAR0	Эт | Бандиты в часовне	ET | Bandyci w kaplicy
1325	19	7141	TOPIC_GEISTESKRANK	B_FAILMISSION.TOPICNAME	LOG_SETTOPICSTATUS.PAR0	Эт | Сумасшедший	ET | Szaleniec
1326	19	7142	TOPIC_ZUGANGDORF	B_LOGENTRY.TOPIC	LOG_ADDENTRY.PAR0	Эт | Вход для Емельяна	ET | Wejście dla Emeljana
1327	19	7143	TOPIC_SPITZHACKE	B_LOGENTRY.TOPIC	LOG_ADDENTRY.PAR0	Эт | Лом для бандитов	ET | Złom dla bandytów
1328	19	7144	TOPIC_BANDITTOT	B_LOGENTRY.TOPIC	LOG_ADDENTRY.PAR0	Эт | Бандит-перебежчик	ET | Bandyta-dezerter
1329	19	7145	TOPIC_ANNESCHINKEN	B_STARTMISSION.TOPICNAME	LOG_CREATETOPIC.PAR0	Эт | Продукты для Аннет	ET | Towary dla Anne
1330	19	7146	TOPIC_DALEWETTSAUFEN	B_STARTMISSION.TOPICNAME	LOG_CREATETOPIC.PAR0	Эт | Воздаяние	ET | Odpłata
1331	19	7147	TOPIC_WEINBRINGEN	B_LOGENTRY.TOPIC	LOG_ADDENTRY.PAR0	Эт | Вино для рабочих на поле	ET | Wino dla pracowników w polu
1332	19	7148	TOPIC_NOLAUGHING	B_STARTMISSION.TOPICNAME	LOG_CREATETOPIC.PAR0	Эт | Вико и смех	ET | Krzyki i śmiechy
1333	19	7149	TOPIC_BLUTSCAVENGER	B_STARTMISSION.TOPICNAME	LOG_CREATETOPIC.PAR0	Эт | Кровавый падальщик	ET | Krwawy ścierwojad
1334	19	7150	TOPIC_BAUERNWASSER	B_STARTMISSION.TOPICNAME	LOG_CREATETOPIC.PAR0	Эт | Водонос	ET | Niosący wodę
1335	19	7151	TOPIC_AARONSUMPFKRAUT	B_STARTMISSION.TOPICNAME	LOG_CREATETOPIC.PAR0	Эт | Кокосовая мякоть	ET | Miąższ kokosowy
1336	19	7152	TOPIC_DALETOT	B_STARTMISSION.TOPICNAME	LOG_CREATETOPIC.PAR0	Эт | Экспериментальный напиток	ET | Eksperymentalna mikstura
1337	19	7153	TOPIC_QUENTINFREUND	B_STARTMISSION.TOPICNAME	LOG_CREATETOPIC.PAR0	Эт | Компания Квентина	ET | Towarzystwo Quentina
1338	19	7154	TOPIC_MINECRAWLER	B_STARTMISSION.TOPICNAME	LOG_CREATETOPIC.PAR0	Эт | Трофей ползунов	ET | Trofeum pełzaczy
1339	19	7155	TOPIC_NEUESACHEN	B_STARTMISSION.TOPICNAME	LOG_CREATETOPIC.PAR0	Эт | Ночные холода	ET | Nocny ziąb
1340	19	7156	TOPIC_STRANGERAMONGHISOWN	B_LOGENTRY.TOPIC	LOG_ADDENTRY.PAR0	!Эт | Чужой среди своих	!ET | Obcy wśród swoich
1341	19	7157	TOPIC_WHEREYOU_COME	B_LOGENTRY.TOPIC	LOG_ADDENTRY.PAR0	!Эт | Откуда ты пришел?	!ET | Jak się tu dostałeś?
1342	19	7158	TOPIC_DOUBLEAGENT	B_LOGENTRY.TOPIC	LOG_ADDENTRY.PAR0	!Эт | Двойной агент	!ET | Podwójny agent
1343	19	7159	TOPIC_NEWMANAGEMENT	B_LOGENTRY.TOPIC	LOG_ADDENTRY.PAR0	Эт | Новое управление	ET | Nowe dowództwo
1344	19	7160	TOPIC_DORFTEACHER	LOG_CREATETOPIC.PAR0	LOG_CREATETOPIC.PAR0	Обучение в деревне	Nauka na wsi
1345	19	7161	TOPIC_DORFHAENDLER	LOG_CREATETOPIC.PAR0	LOG_CREATETOPIC.PAR0	Торговля в деревне	Handel na wsi
1346	19	7162	TOPIC_ANSEHEN	B_CLOSETOPIC.TOPIC	LOG_SETTOPICSTATUS.PAR0	Ктл | Заблокированная долина	KTL | Zablokowana dolina
1347	19	7163	TOPIC_ERZBESTAND	B_CLOSETOPIC.TOPIC	LOG_SETTOPICSTATUS.PAR0	!Ктл | Отчет и выход	!KTL | Raport i wynik
