NR	FILENR	ID	SYMBOL	USE	TRACE	RU	PL
29794	-1	42209	DIA_BAU_49_GUNNAR_PROVOZIEREN_INFO	AI_OUTPUT(OTHER,SELF,"DIA_BAU_49_Gunnar_Provozieren_hero_9")	SUBTITLE	Но я всё равно поспорю, что она скормила тебе рогатку. Потому что ты воняешь, как Drachenfels stinkst!	Íî ˙ âń¸ đŕâíî ďîńďîđţ, ÷ňî îíŕ ńęîđěčëŕ ňĺáĺ đîăŕňęó. Ďîňîěó ÷ňî ňű âîí˙ĺřü, ęŕę Drachenfels stinkst!
29795	-1	42209	DIA_BAU_49_GUNNAR_PROVOZIEREN_INFO	AI_OUTPUT(SELF,OTHER,"DIA_BAU_49_Gunnar_Provozieren_npc_10")	SUBTITLE	Теперь время. Ты уже достаточно оскорбил меня и мою семью. Ты получишь за это хорошую пощёчину!	Ňĺďĺđü âđĺě˙. Ňű óćĺ äîńňŕňî÷íî îńęîđáčë ěĺí˙ č ěîţ ńĺěüţ. Ňű ďîëó÷čřü çŕ ýňî őîđîřóţ ďîů¸÷číó!
29796	-1	42212	DIA_BAU_49_GUNNAR_KAMPF_INFO	AI_OUTPUT(SELF,OTHER,"DIA_BAU_49_Gunnar_Kampf_npc_0")	SUBTITLE	Вот, бери эти чертовы репы и вали отсюда!	Âîň, áĺđč ýňč ÷ĺđňîâű đĺďű č âŕëč îňńţäŕ!
29797	-1	42212	DIA_BAU_49_GUNNAR_KAMPF_INFO	AI_OUTPUT(SELF,OTHER,"DIA_BAU_49_Gunnar_Kampf_npc_2")	SUBTITLE	Это научит тебя не оскорблять других людей!	Ýňî íŕó÷čň ňĺá˙ íĺ îńęîđáë˙ňü äđóăčő ëţäĺé!
29798	2461	167299	DIA_BAU_51_THEKLA_SICKPECK	C_INFO.DESCRIPTION	C_INFO.DESCRIPTION	Как дела у Пека?	Ęŕę äĺëŕ ó Ďĺęŕ?
29799	-1	42218	DIA_BAU_51_THEKLA_SICKPECK_INFO	AI_OUTPUT(OTHER,SELF,"DIA_BAU_51_Thekla_SICKPECK_hero_0")	SUBTITLE	Как дела у Пека?	Ęŕę äĺëŕ ó Ďĺęŕ?
29800	-1	42218	DIA_BAU_51_THEKLA_SICKPECK_INFO	AI_OUTPUT(SELF,OTHER,"DIA_BAU_51_Thekla_SICKPECK_npc_1")	SUBTITLE	У него все еще высокая температура, и он плохо спит.	Ó íĺăî âńĺ ĺůĺ âűńîęŕ˙ ňĺěďĺđŕňóđŕ, č îí ďëîőî ńďčň.
29801	-1	42218	DIA_BAU_51_THEKLA_SICKPECK_INFO	AI_OUTPUT(OTHER,SELF,"DIA_BAU_51_Thekla_SICKPECK_hero_3")	SUBTITLE	Звучит совсем нехорошо? Сколько времени пройдёт, прежде чем он снова встанет на ноги?	Çâó÷čň ńîâńĺě íĺőîđîřî? Ńęîëüęî âđĺěĺíč ďđîéä¸ň, ďđĺćäĺ ÷ĺě îí ńíîâŕ âńňŕíĺň íŕ íîăč?
29802	-1	42218	DIA_BAU_51_THEKLA_SICKPECK_INFO	AI_OUTPUT(SELF,OTHER,"DIA_BAU_51_Thekla_SICKPECK_npc_4")	SUBTITLE	Трудно сказать, я стараюсь изо всех сил. Будь у меня нужные ингредиенты, я бы сварила суп, который в мгновение ока поставил бы его на ноги!	Ňđóäíî ńęŕçŕňü, ˙ ńňŕđŕţńü čçî âńĺő ńčë. Áóäü ó ěĺí˙ íóćíűĺ číăđĺäčĺíňű, ˙ áű ńâŕđčëŕ ńóď, ęîňîđűé â ěăíîâĺíčĺ îęŕ ďîńňŕâčë áű ĺăî íŕ íîăč!
29803	-1	42218	DIA_BAU_51_THEKLA_SICKPECK_INFO	AI_OUTPUT(OTHER,SELF,"DIA_BAU_51_Thekla_SICKPECK_hero_6")	SUBTITLE	Правда? Каких ингредиентов тебе не хватает?	Niemożliwe! Ęŕęčő číăđĺäčĺíňîâ ňĺáĺ íĺ őâŕňŕĺň?
29804	-1	42218	DIA_BAU_51_THEKLA_SICKPECK_INFO	AI_OUTPUT(SELF,OTHER,"DIA_BAU_51_Thekla_SICKPECK_npc_7")	SUBTITLE	Мне нужны травы. 5 серафисов и 1 лекарственная трава.	Ěíĺ íóćíű ňđŕâű. 5 ńĺđŕôčńîâ č 1 ëĺęŕđńňâĺííŕ˙ ňđŕâŕ.
29805	-1	42218	DIA_BAU_51_THEKLA_SICKPECK_INFO	AI_OUTPUT(OTHER,SELF,"DIA_BAU_51_Thekla_SICKPECK_hero_9")	SUBTITLE	Я постараюсь принести тебе травы.	ß ďîńňŕđŕţńü ďđčíĺńňč ňĺáĺ ňđŕâű.
29806	-1	42218	DIA_BAU_51_THEKLA_SICKPECK_INFO	AI_OUTPUT(SELF,OTHER,"DIA_BAU_51_Thekla_SICKPECK_npc_10")	SUBTITLE	Спасибо и поторопитесь!	Ńďŕńčáî č ďîňîđîďčňĺńü!
29807	2461	167308	DIA_BAU_51_THEKLA_SICKPECK_INFO	B_LOGENTRY.ENTRY	LOG_ADDENTRY.PAR1	Фекла может сварить суп, который поставит Пека на ноги. Но для этого ей нужны 5 серафисов и 1 лекарственная трава	Thekla może ugotować zupę, która postawi Peka na nogi. Potrzebuje jednak do tego 5 serafisów i 1 rośliny leczniczej.
29808	2461	167309	DIA_BAU_51_THEKLA_SUPPE	C_INFO.DESCRIPTION	C_INFO.DESCRIPTION	Вот травы.	Âîň ňđŕâű.
29809	-1	42221	DIA_BAU_51_THEKLA_SUPPE_INFO	AI_OUTPUT(OTHER,SELF,"DIA_BAU_51_Thekla_SUPPE_hero_0")	SUBTITLE	Вот травы.	Âîň ňđŕâű.
29810	-1	42221	DIA_BAU_51_THEKLA_SUPPE_INFO	AI_OUTPUT(SELF,OTHER,"DIA_BAU_51_Thekla_SUPPE_npc_1")	SUBTITLE	Хорошо. Подожди минутку...	Dobrze. Chwileczkę...
29811	-1	42221	DIA_BAU_51_THEKLA_SUPPE_INFO	AI_OUTPUT(SELF,OTHER,"DIA_BAU_51_Thekla_SUPPE_npc_3")	SUBTITLE	Немного воды... Так... Хорошо... Серафис... Тертый сыр... Жир кротокрыса... и... лекарственная трава..	Íĺěíîăî âîäű... Ňŕę... Cóż... Ńĺđŕôčń... Ňĺđňűé ńűđ... Ćčđ ęđîňîęđűńŕ... č... ëĺęŕđńňâĺííŕ˙ ňđŕâŕ..
29812	-1	42221	DIA_BAU_51_THEKLA_SUPPE_INFO	AI_OUTPUT(SELF,OTHER,"DIA_BAU_51_Thekla_SUPPE_npc_5")	SUBTITLE	Готово.	Zrobione.
29813	-1	42221	DIA_BAU_51_THEKLA_SUPPE_INFO	AI_OUTPUT(SELF,OTHER,"DIA_BAU_51_Thekla_SUPPE_npc_7")	SUBTITLE	Возьми суп и дай его Пеку выпит.	Âîçüěč ńóď č äŕé ĺăî Ďĺęó âűďčň.
29814	2461	167315	DIA_BAU_51_THEKLA_SUPPE_INFO	B_LOGENTRY.ENTRY	LOG_ADDENTRY.PAR1	Фекла приготовила мне суп, который должен сделать Пека здоровым.	Thekla przygotowała dla mnie zupę, która ma uzdrowić Peka.
29815	2461	167316	DIA_BAU_51_THEKLA_THEKLASOUP	C_INFO.DESCRIPTION	C_INFO.DESCRIPTION	Можешь приготовить мне еще суп?	Ěîćĺřü ďđčăîňîâčňü ěíĺ ĺůĺ ńóď?
29816	-1	42225	DIA_BAU_51_THEKLA_THEKLASOUP_INFO	AI_OUTPUT(OTHER,SELF,"DIA_BAU_51_Thekla_THEKLASOUP_hero_3")	SUBTITLE	Можешь приготовить мне еще суп?	Ěîćĺřü ďđčăîňîâčňü ěíĺ ĺůĺ ńóď?
29817	-1	42225	DIA_BAU_51_THEKLA_THEKLASOUP_INFO	AI_OUTPUT(SELF,OTHER,"DIA_BAU_51_Thekla_THEKLASOUP_npc_4")	SUBTITLE	У тебя есть ингредиенты и золото??	Ó ňĺá˙ ĺńňü číăđĺäčĺíňű č çîëîňî??
29818	2461	167319	DIA_BAU_51_THEKLA_THEKLASOUP_INFO	INFO_ADDCHOICE.PAR1	INFO_ADDCHOICE.PAR1	Свари мне суп.	Ńâŕđč ěíĺ ńóď.
29819	2461	167320	DIA_BAU_51_THEKLA_THEKLASOUP_INFO	INFO_ADDCHOICE.PAR1	INFO_ADDCHOICE.PAR1	Я вернусь позже.	Może innym razem.
29820	2461	167321	DIA_BAU_51_THEKLA_THEKLASOUP_INFO	INFO_ADDCHOICE.PAR1	INFO_ADDCHOICE.PAR1	Я вернусь позже.	Może innym razem.
29821	-1	42225	DIA_BAU_51_THEKLA_THEKLASOUP_INFO	AI_OUTPUT(OTHER,SELF,"DIA_BAU_51_Thekla_THEKLASOUP_hero_0")	SUBTITLE	Kannst du mir noch eine Suppe machen?	Kannst du mir noch eine Suppe machen?
29822	-1	42225	DIA_BAU_51_THEKLA_THEKLASOUP_INFO	AI_OUTPUT(SELF,OTHER,"DIA_BAU_51_Thekla_THEKLASOUP_npc_1")	SUBTITLE	Gerne, aber das kostet dich pro Suppe 5 Goldmьnzen und natьrlich die Krдuter(5 Blauflieder und 1 Heilkraut).	Gerne, aber das kostet dich pro Suppe 5 Goldmünzen und natürlich die Kräuter(5 Blauflieder und 1 Heilkraut).
29823	-1	42226	DIA_BAU_51_THEKLA_THEKLASOUP_JA	AI_OUTPUT(OTHER,SELF,"DIA_BAU_51_Thekla_THEKLASOUP_hero_6")	SUBTITLE	Свари мне суп.	Ńâŕđč ěíĺ ńóď.
29824	-1	42226	DIA_BAU_51_THEKLA_THEKLASOUP_JA	AI_OUTPUT(SELF,OTHER,"DIA_BAU_51_Thekla_THEKLASOUP_npc_7")	SUBTITLE	Вот, пожалуйста!	Âîň, ďîćŕëóéńňŕ!
29825	-1	42227	DIA_BAU_51_THEKLA_THEKLASOUP_NEIN	AI_OUTPUT(OTHER,SELF,"DIA_BAU_51_Thekla_THEKLASOUP_hero_9")	SUBTITLE	Я вернусь позже.	Może innym razem.
29826	-1	42227	DIA_BAU_51_THEKLA_THEKLASOUP_NEIN	AI_OUTPUT(SELF,OTHER,"DIA_BAU_51_Thekla_THEKLASOUP_npc_10")	SUBTITLE	Понятно.	Rozumiem.
29827	2461	167328	DIA_BAU_51_THEKLA_FLIRTEN	C_INFO.DESCRIPTION	C_INFO.DESCRIPTION	Привет, Фекла...	Ďđčâĺň, Ôĺęëŕ...
29828	-1	42230	DIA_BAU_51_THEKLA_FLIRTEN_INFO	AI_OUTPUT(OTHER,SELF,"DIA_BAU_51_Thekla_Flirten_hero_0")	SUBTITLE	Привет, Фекла...	Ďđčâĺň, Ôĺęëŕ...
29829	-1	42230	DIA_BAU_51_THEKLA_FLIRTEN_INFO	AI_OUTPUT(SELF,OTHER,"DIA_BAU_51_Thekla_Flirten_npc_1")	SUBTITLE	Опять ты. Чего ты хочешь?	To znowu ty. Czego chcesz?
29830	2461	167331	DIA_BAU_51_THEKLA_FLIRTEN_INFO	INFO_ADDCHOICE.PAR1	INFO_ADDCHOICE.PAR1	О, ничего! (назад)	Î, íč÷ĺăî! (wróć)
29831	2461	167332	DIA_BAU_51_THEKLA_FLIRTEN_INFO	INFO_ADDCHOICE.PAR1	INFO_ADDCHOICE.PAR1	Ты готовишь лучший суп!	Ňű ăîňîâčřü ëó÷řčé ńóď!
29832	2461	167333	DIA_BAU_51_THEKLA_FLIRTEN_INFO	INFO_ADDCHOICE.PAR1	INFO_ADDCHOICE.PAR1	Пойдем прогуляемся.	Ďîéäĺě ďđîăóë˙ĺěń˙.
29833	2461	167334	DIA_BAU_51_THEKLA_FLIRTEN_INFO	INFO_ADDCHOICE.PAR1	INFO_ADDCHOICE.PAR1	Твои великолепные волосы сегодня такие шелковистые и блестящие!	Ňâîč âĺëčęîëĺďíűĺ âîëîńű ńĺăîäí˙ ňŕęčĺ řĺëęîâčńňűĺ č áëĺńň˙ůčĺ!
29834	-1	42230	DIA_BAU_51_THEKLA_FLIRTEN_INFO	AI_OUTPUT(SELF,OTHER,"DIA_BAU_51_Thekla_Flirten_npc_29")	SUBTITLE	А теперь серьезно, малыш.	Ŕ ňĺďĺđü ńĺđüĺçíî, ěŕëűř.
29835	-1	42230	DIA_BAU_51_THEKLA_FLIRTEN_INFO	AI_OUTPUT(SELF,OTHER,"DIA_BAU_51_Thekla_Flirten_npc_31")	SUBTITLE	Ты просто ещё не настоящий мужчина!	Ňű ďđîńňî ĺů¸ íĺ íŕńňî˙ůčé ěóć÷číŕ!
29836	-1	42232	DIA_BAU_51_THEKLA_FLIRTEN_1	AI_OUTPUT(OTHER,SELF,"DIA_BAU_51_Thekla_Flirten_hero_3")	SUBTITLE	Ты готовишь лучший суп!	Ňű ăîňîâčřü ëó÷řčé ńóď!
29837	-1	42232	DIA_BAU_51_THEKLA_FLIRTEN_1	AI_OUTPUT(SELF,OTHER,"DIA_BAU_51_Thekla_Flirten_npc_4")	SUBTITLE	Я тоже не вижу, чтобы кто-то еще здесь варил суп.	ß ňîćĺ íĺ âčćó, ÷ňîáű ęňî-ňî ĺůĺ çäĺńü âŕđčë ńóď.
29838	-1	42232	DIA_BAU_51_THEKLA_FLIRTEN_1	AI_OUTPUT(OTHER,SELF,"DIA_BAU_51_Thekla_Flirten_hero_6")	SUBTITLE	Да, но я просто хотел...	Äŕ, íî ˙ ďđîńňî őîňĺë...
29839	-1	42232	DIA_BAU_51_THEKLA_FLIRTEN_1	AI_OUTPUT(SELF,OTHER,"DIA_BAU_51_Thekla_Flirten_npc_7")	SUBTITLE	Ну же, малыш, тебе, наверное, ещё поле копать придётся. Пошли.	Íó ćĺ, ěŕëűř, ňĺáĺ, íŕâĺđíîĺ, ĺů¸ ďîëĺ ęîďŕňü ďđčä¸ňń˙. Ďîřëč.
29840	-1	42233	DIA_BAU_51_THEKLA_FLIRTEN_2	AI_OUTPUT(OTHER,SELF,"DIA_BAU_51_Thekla_Flirten_hero_9")	SUBTITLE	Пойдем прогуляемся.	Ďîéäĺě ďđîăóë˙ĺěń˙.
29841	-1	42233	DIA_BAU_51_THEKLA_FLIRTEN_2	AI_OUTPUT(SELF,OTHER,"DIA_BAU_51_Thekla_Flirten_npc_10")	SUBTITLE	А что тебе снится по ночам?	Ŕ ÷ňî ňĺáĺ ńíčňń˙ ďî íî÷ŕě?
29842	2461	167343	DIA_BAU_51_THEKLA_FLIRTEN_2	INFO_ADDCHOICE.PAR1	INFO_ADDCHOICE.PAR1	Это была всего лишь идея.	Ýňî áűëŕ âńĺăî ëčřü čäĺ˙.
29843	2461	167344	DIA_BAU_51_THEKLA_FLIRTEN_2	INFO_ADDCHOICE.PAR1	INFO_ADDCHOICE.PAR1	Не будь таким ребёнком...	Íĺ áóäü ňŕęčě đĺá¸íęîě...
29844	2461	167345	DIA_BAU_51_THEKLA_FLIRTEN_2	INFO_ADDCHOICE.PAR1	INFO_ADDCHOICE.PAR1	Конечно ты, моя прекрасная Фекла!	Ęîíĺ÷íî ňű, ěî˙ ďđĺęđŕńíŕ˙ Ôĺęëŕ!
29845	-1	42234	DIA_BAU_51_THEKLA_FLIRTEN_3	AI_OUTPUT(OTHER,SELF,"DIA_BAU_51_Thekla_Flirten_hero_26")	SUBTITLE	Твои великолепные волосы сегодня такие шелковистые и блестящие!	Ňâîč âĺëčęîëĺďíűĺ âîëîńű ńĺăîäí˙ ňŕęčĺ řĺëęîâčńňűĺ č áëĺńň˙ůčĺ!
29846	-1	42234	DIA_BAU_51_THEKLA_FLIRTEN_3	AI_OUTPUT(SELF,OTHER,"DIA_BAU_51_Thekla_Flirten_npc_27")	SUBTITLE	О чём ты говоришь? Думаю, тебе лучше пойти собрать репу!	Î ÷¸ě ňű ăîâîđčřü? Äóěŕţ, ňĺáĺ ëó÷řĺ ďîéňč ńîáđŕňü đĺďó!
29847	-1	42235	DIA_BAU_51_THEKLA_FLIRTEN_4	AI_OUTPUT(OTHER,SELF,"DIA_BAU_51_Thekla_Flirten_hero_13")	SUBTITLE	Не будь таким ребёнком. Просто невинная прогулка!	Íĺ áóäü ňŕęčě đĺá¸íęîě. Ďđîńňî íĺâčííŕ˙ ďđîăóëęŕ!
29848	-1	42235	DIA_BAU_51_THEKLA_FLIRTEN_4	AI_OUTPUT(SELF,OTHER,"DIA_BAU_51_Thekla_Flirten_npc_14")	SUBTITLE	Ты начинаешь действовать мне на нервы.	Ňű íŕ÷číŕĺřü äĺéńňâîâŕňü ěíĺ íŕ íĺđâű.
29849	-1	42235	DIA_BAU_51_THEKLA_FLIRTEN_4	AI_OUTPUT(OTHER,SELF,"DIA_BAU_51_Thekla_Flirten_hero_16")	SUBTITLE	Мне нравится, когда ты злишься.	Ěíĺ íđŕâčňń˙, ęîăäŕ ňű çëčřüń˙.
29850	-1	42235	DIA_BAU_51_THEKLA_FLIRTEN_4	AI_OUTPUT(OTHER,SELF,"DIA_BAU_51_Thekla_Flirten_hero_17")	SUBTITLE	Когда мы держимся за руки на пастбище...	Ęîăäŕ ěű äĺđćčěń˙ çŕ đóęč íŕ ďŕńňáčůĺ...
29851	-1	42235	DIA_BAU_51_THEKLA_FLIRTEN_4	AI_OUTPUT(SELF,OTHER,"DIA_BAU_51_Thekla_Flirten_npc_18")	SUBTITLE	Хватит! Я скажу Онару, что ты меня беспокоишь.	Őâŕňčň! ß ńęŕćó Îíŕđó, ÷ňî ňű ěĺí˙ áĺńďîęîčřü.
29852	-1	42236	DIA_BAU_51_THEKLA_FLIRTEN_5	AI_OUTPUT(OTHER,SELF,"DIA_BAU_51_Thekla_Flirten_hero_20")	SUBTITLE	Конечно ты, моя прекрасная Фекла!	Ęîíĺ÷íî ňű, ěî˙ ďđĺęđŕńíŕ˙ Ôĺęëŕ!
29853	-1	42236	DIA_BAU_51_THEKLA_FLIRTEN_5	AI_OUTPUT(SELF,OTHER,"DIA_BAU_51_Thekla_Flirten_npc_21")	SUBTITLE	Твоя Фёкла? Я не смеюсь. У тебя руки, как у юного мусорщика.	Ňâî˙ Ô¸ęëŕ? ß íĺ ńěĺţńü. Ó ňĺá˙ đóęč, ęŕę ó ţíîăî ěóńîđůčęŕ.
29854	-1	42236	DIA_BAU_51_THEKLA_FLIRTEN_5	AI_OUTPUT(OTHER,SELF,"DIA_BAU_51_Thekla_Flirten_hero_23")	SUBTITLE	Я обучу ее для тебя!	ß îáó÷ó ĺĺ äë˙ ňĺá˙!
29855	-1	42236	DIA_BAU_51_THEKLA_FLIRTEN_5	AI_OUTPUT(SELF,OTHER,"DIA_BAU_51_Thekla_Flirten_npc_24")	SUBTITLE	Ну, тогда иди и тренируйся! (смеётся)	Íó, ňîăäŕ čäč č ňđĺíčđóéń˙! (ńěĺ¸ňń˙)
29856	2461	167357	DIA_VLK_52_KHALED_WOLFSJAGD	C_INFO.DESCRIPTION	C_INFO.DESCRIPTION	Где находится Волчье логово?	Ăäĺ íŕőîäčňń˙ Âîë÷üĺ ëîăîâî?
29857	-1	42242	DIA_VLK_52_KHALED_WOLFSJAGD_INFO	AI_OUTPUT(OTHER,SELF,"DIA_VLK_52_Khaled_Wolfsjagd_hero_0")	SUBTITLE	Где находится Волчье логово?	Ăäĺ íŕőîäčňń˙ Âîë÷üĺ ëîăîâî?
29858	-1	42242	DIA_VLK_52_KHALED_WOLFSJAGD_INFO	AI_OUTPUT(SELF,OTHER,"DIA_VLK_52_Khaled_Wolfsjagd_npc_1")	SUBTITLE	Эй, эй, полегче с Теневыми Бегунами!	Ýé, ýé, ďîëĺă÷ĺ ń Ňĺíĺâűěč Áĺăóíŕěč!
29859	-1	42242	DIA_VLK_52_KHALED_WOLFSJAGD_INFO	AI_OUTPUT(OTHER,SELF,"DIA_VLK_52_Khaled_Wolfsjagd_hero_3")	SUBTITLE	Я разберусь с этим зверем. Скажи мне, где пещера.	ß đŕçáĺđóńü ń ýňčě çâĺđĺě. Ńęŕćč ěíĺ, ăäĺ ďĺůĺđŕ.
29860	-1	42242	DIA_VLK_52_KHALED_WOLFSJAGD_INFO	AI_OUTPUT(SELF,OTHER,"DIA_VLK_52_Khaled_Wolfsjagd_npc_4")	SUBTITLE	Кажется, ты немного недооцениваешь. Это не обычный волк; он разорвёт тебя на куски.	Ęŕćĺňń˙, ňű íĺěíîăî íĺäîîöĺíčâŕĺřü. Ýňî íĺ îáű÷íűé âîëę; îí đŕçîđâ¸ň ňĺá˙ íŕ ęóńęč.
29861	-1	42242	DIA_VLK_52_KHALED_WOLFSJAGD_INFO	AI_OUTPUT(SELF,OTHER,"DIA_VLK_52_Khaled_Wolfsjagd_npc_6")	SUBTITLE	На самом деле, это волчица, и она огромная.	Íŕ ńŕěîě äĺëĺ, ýňî âîë÷čöŕ, č îíŕ îăđîěíŕ˙.
29862	-1	42242	DIA_VLK_52_KHALED_WOLFSJAGD_INFO	AI_OUTPUT(OTHER,SELF,"DIA_VLK_52_Khaled_Wolfsjagd_hero_8")	SUBTITLE	А у меня с собой огромная дубинка, в чём проблема?	Ŕ ó ěĺí˙ ń ńîáîé îăđîěíŕ˙ äóáčíęŕ, â ÷¸ě ďđîáëĺěŕ?
29863	-1	42242	DIA_VLK_52_KHALED_WOLFSJAGD_INFO	AI_OUTPUT(SELF,OTHER,"DIA_VLK_52_Khaled_Wolfsjagd_npc_9")	SUBTITLE	Хорошо, вижу, ты мотивирован. Я помогу тебе, малыш.	Őîđîřî, âčćó, ňű ěîňčâčđîâŕí. ß ďîěîăó ňĺáĺ, ěŕëűř.
29864	-1	42242	DIA_VLK_52_KHALED_WOLFSJAGD_INFO	AI_OUTPUT(OTHER,SELF,"DIA_VLK_52_Khaled_Wolfsjagd_hero_11")	SUBTITLE	Тогда пойдем.	Ňîăäŕ ďîéäĺě.
29865	-1	42242	DIA_VLK_52_KHALED_WOLFSJAGD_INFO	AI_OUTPUT(SELF,OTHER,"DIA_VLK_52_Khaled_Wolfsjagd_npc_12")	SUBTITLE	Не так быстро, подобные вещи требуют тщательной подготовки.	Íĺ ňŕę áűńňđî, ďîäîáíűĺ âĺůč ňđĺáóţň ňůŕňĺëüíîé ďîäăîňîâęč.
29866	-1	42242	DIA_VLK_52_KHALED_WOLFSJAGD_INFO	AI_OUTPUT(SELF,OTHER,"DIA_VLK_52_Khaled_Wolfsjagd_npc_14")	SUBTITLE	Так что будь внимателен. Для начала мне нужны стрелы для лука.	Ňŕę ÷ňî áóäü âíčěŕňĺëĺí. Äë˙ íŕ÷ŕëŕ ěíĺ íóćíű ńňđĺëű äë˙ ëóęŕ.
29867	-1	42242	DIA_VLK_52_KHALED_WOLFSJAGD_INFO	AI_OUTPUT(SELF,OTHER,"DIA_VLK_52_Khaled_Wolfsjagd_npc_16")	SUBTITLE	К тому же, кто-то должен присматривать за фермой, пока меня нет.	Ę ňîěó ćĺ, ęňî-ňî äîëćĺí ďđčńěŕňđčâŕňü çŕ ôĺđěîé, ďîęŕ ěĺí˙ íĺň.
29868	-1	42242	DIA_VLK_52_KHALED_WOLFSJAGD_INFO	AI_OUTPUT(OTHER,SELF,"DIA_VLK_52_Khaled_Wolfsjagd_hero_18")	SUBTITLE	Звучит так, будто предстоит много работы!	Çâó÷čň ňŕę, áóäňî ďđĺäńňîčň ěíîăî đŕáîňű!
29869	2461	167370	DIA_VLK_52_KHALED_WOLFSJAGD_INFO	INFO_ADDCHOICE.PAR1	INFO_ADDCHOICE.PAR1	Где взять стрелы?	Ăäĺ âç˙ňü ńňđĺëű?
29870	2461	167371	DIA_VLK_52_KHALED_WOLFSJAGD_INFO	INFO_ADDCHOICE.PAR1	INFO_ADDCHOICE.PAR1	Кто может тебя заменить?	Ęňî ěîćĺň ňĺá˙ çŕěĺíčňü?
29871	-1	42243	DIA_VLK_52_KHALED_WOLFSJAGD_0	AI_OUTPUT(OTHER,SELF,"DIA_VLK_52_Khaled_Wolfsjagd_hero_19")	SUBTITLE	Где взять стрелы?	Ăäĺ âç˙ňü ńňđĺëű?
29872	-1	42243	DIA_VLK_52_KHALED_WOLFSJAGD_0	AI_OUTPUT(SELF,OTHER,"DIA_VLK_52_Khaled_Wolfsjagd_npc_20")	SUBTITLE	Просто принеси мне 12 толстых веток. Я вырежу из них это. Тяжёлые ветки можно найти повсюду в лесу.	Ďđîńňî ďđčíĺńč ěíĺ 12 ňîëńňűő âĺňîę. ß âűđĺćó čç íčő ýňî. Ň˙ć¸ëűĺ âĺňęč ěîćíî íŕéňč ďîâńţäó â ëĺńó.
29873	2461	167374	DIA_VLK_52_KHALED_WOLFSJAGD_0	B_LOGENTRY.ENTRY	LOG_ADDENTRY.PAR1	Прежде чем мы сможем пойти на охоту, Халеду нужны стрелы. Я должен принести ему 12 толстых веток, из которых он вырежет стрелы.	Zanim będziemy mogli wyruszyć na polowanie, Khaled potrzebuje strzał. Muszę przynieść mu 12 grubych gałęzi, z których wystruga strzały.
29874	2461	167375	DIA_VLK_52_KHALED_WOLFSJAGD_0	B_LOGENTRY.ENTRY	LOG_ADDENTRY.PAR1	Прежде чем мы сможем пойти на охоту, Халеду нужны стрелы. Я должен принести ему 12 толстых веток, из которых он вырежет стрелы.	Zanim będziemy mogli wyruszyć na polowanie, Khaled potrzebuje strzał. Muszę przynieść mu 12 grubych gałęzi, z których wystruga strzały.
29875	-1	42244	DIA_VLK_52_KHALED_WOLFSJAGD_1	AI_OUTPUT(OTHER,SELF,"DIA_VLK_52_Khaled_Wolfsjagd_hero_22")	SUBTITLE	Кто может тебя заменить?	Ęňî ěîćĺň ňĺá˙ çŕěĺíčňü?
29876	-1	42244	DIA_VLK_52_KHALED_WOLFSJAGD_1	AI_OUTPUT(SELF,OTHER,"DIA_VLK_52_Khaled_Wolfsjagd_npc_23")	SUBTITLE	Обычно я чередуюсь с Пеком.	Îáű÷íî ˙ ÷ĺđĺäóţńü ń Ďĺęîě.
29877	-1	42244	DIA_VLK_52_KHALED_WOLFSJAGD_1	AI_OUTPUT(SELF,OTHER,"DIA_VLK_52_Khaled_Wolfsjagd_npc_25")	SUBTITLE	Но сейчас он болен и лежит в постели. О нём заботится Фекла. Иди к ней, может быть, ты сможешь ей помочь.	Íî ńĺé÷ŕń îí áîëĺí č ëĺćčň â ďîńňĺëč. Î í¸ě çŕáîňčňń˙ Ôĺęëŕ. Čäč ę íĺé, ěîćĺň áűňü, ňű ńěîćĺřü ĺé ďîěî÷ü.
29878	2461	167379	DIA_VLK_52_KHALED_WOLFSJAGD_1	B_LOGENTRY.ENTRY	LOG_ADDENTRY.PAR1	Прежде чем мы сможем отправиться на охоту, мне нужно найти кого-нибудь, кто будет представлять Халеда. Пек сейчас болен, но, возможно, я смогу помочь Текле поставить его на ноги.	Zanim będziemy mogli wyruszyć na polowanie, muszę znaleźć kogoś, kto zastąpi Khaleda. Pek jest teraz chory, ale być może uda mi się pomóc Thekli postawić go na nogi.
29879	2461	167380	DIA_VLK_52_KHALED_WOLFSJAGD_1	B_LOGENTRY.ENTRY	LOG_ADDENTRY.PAR1	Прежде чем мы сможем отправиться на охоту, мне нужно найти кого-нибудь, кто будет представлять Халеда. Пек сейчас болен, но, возможно, я смогу помочь Текле поставить его на ноги.	Zanim będziemy mogli wyruszyć na polowanie, muszę znaleźć kogoś, kto zastąpi Khaleda. Pek jest teraz chory, ale być może uda mi się pomóc Thekli postawić go na nogi.
29880	2461	167381	DIA_VLK_52_KHALED_JAGDVORBEREITUNG	C_INFO.DESCRIPTION	C_INFO.DESCRIPTION	В связи с подготовкой к охоте...	Â ńâ˙çč ń ďîäăîňîâęîé ę îőîňĺ...
29881	-1	42248	DIA_VLK_52_KHALED_JAGDVORBEREITUNG_INFO	AI_OUTPUT(OTHER,SELF,"DIA_VLK_52_Khaled_Jagdvorbereitung_hero_0")	SUBTITLE	В связи с подготовкой к охоте.	Â ńâ˙çč ń ďîäăîňîâęîé ę îőîňĺ.
